_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
385,2012Q2,S08000015,"",S08000015,Head & Neck,"",252,"",240,""
386,2012Q2,S08000015,"",S08000015,Lung,"",257,"",241,""
387,2012Q2,S08000015,"",S08000015,Lymphoma,"",284,"",279,""
388,2012Q2,S08000015,"",S08000015,Ovarian,"",340,"",331,""
389,2012Q2,S08000015,"",S08000015,Upper GI,"",135,"",121,""
390,2012Q2,S08000015,"",S08000015,Urological,"",102,"",78,""
391,2012Q2,S08000015,"",S08000015,All Cancer Types,d,118,"",107,""
392,2012Q2,S08000015,"",S08000031,Cervical,"",1,"",2,""
393,2012Q2,S08000015,"",S08000031,Colorectal,"",203,"",109,""
394,2012Q2,S08000015,"",S08000031,Head & Neck,"",1,"",1,""
395,2012Q2,S08000015,"",S08000031,Lung,"",396,"",388,""
396,2012Q2,S08000015,"",S08000031,Upper GI,"",368,"",306,""
397,2012Q2,S08000015,"",S08000031,All Cancer Types,d,135,"",88,""
398,2012Q2,S08000015,"",SB0801,Lung,"",113,"",109,""
399,2012Q2,S08000015,"",SB0801,All Cancer Types,d,113,"",109,""
400,2012Q2,S08000016,"",S08000016,Breast,"",2,"",3,""
401,2012Q2,S08000016,"",S08000016,Cervical,"",1,"",2,""
402,2012Q2,S08000016,"",S08000016,Colorectal,"",29,"",24,""
403,2012Q2,S08000016,"",S08000016,Head & Neck,"",1,"",2,""
404,2012Q2,S08000016,"",S08000016,Lung,"",368,"",369,""
405,2012Q2,S08000016,"",S08000016,Lymphoma,"",203,"",203,""
406,2012Q2,S08000016,"",S08000016,Melanoma,"",316,"",306,""
407,2012Q2,S08000016,"",S08000016,Ovarian,"",203,"",203,""
408,2012Q2,S08000016,"",S08000016,Upper GI,"",340,"",331,""
409,2012Q2,S08000016,"",S08000016,Urological,"",59,"",56,""
410,2012Q2,S08000016,"",S08000016,All Cancer Types,d,332,"",320,""
411,2012Q2,S08000016,"",S08000024,Head & Neck,"",113,"",2,""
412,2012Q2,S08000016,"",S08000024,Ovarian,"",1,"",2,""
413,2012Q2,S08000016,"",S08000024,Upper GI,"",113,"",109,""
414,2012Q2,S08000016,"",S08000024,Urological,"",203,"",203,""
415,2012Q2,S08000016,"",S08000024,All Cancer Types,d,368,"",331,""
416,2012Q2,S08000017,"",S08000017,Breast,"",17,"",14,""
417,2012Q2,S08000017,"",S08000017,Colorectal,"",91,"",88,""
418,2012Q2,S08000017,"",S08000017,Head & Neck,"",1,"",2,""
419,2012Q2,S08000017,"",S08000017,Lung,"",102,"",99,""
420,2012Q2,S08000017,"",S08000017,Lymphoma,"",203,"",203,""
421,2012Q2,S08000017,"",S08000017,Melanoma,"",203,"",203,""
422,2012Q2,S08000017,"",S08000017,Ovarian,"",1,"",2,""
423,2012Q2,S08000017,"",S08000017,Upper GI,"",316,"",306,""
424,2012Q2,S08000017,"",S08000017,Urological,"",2,"",388,""
425,2012Q2,S08000017,"",S08000017,All Cancer Types,d,347,"",335,""
426,2012Q2,S08000017,"",S08000024,Cervical,"",1,"",1,""
427,2012Q2,S08000017,"",S08000024,Colorectal,"",1,"",2,""
428,2012Q2,S08000017,"",S08000024,Head & Neck,"",113,"",109,""
429,2012Q2,S08000017,"",S08000024,Lung,"",316,"",306,""
430,2012Q2,S08000017,"",S08000024,Urological,"",252,"",109,""
431,2012Q2,S08000017,"",S08000024,All Cancer Types,d,48,"",14,""
432,2012Q2,S08000017,"",S08000031,Head & Neck,"",1,"",2,""
433,2012Q2,S08000017,"",S08000031,All Cancer Types,d,1,"",2,""
434,2012Q2,S08000017,"",SB0801,Lung,"",1,"",2,""
435,2012Q2,S08000017,"",SB0801,All Cancer Types,d,1,"",2,""
436,2012Q2,S08000019,"",S08000019,Breast,"",271,"",250,""
437,2012Q2,S08000019,"",S08000019,Cervical,"",1,"",2,""
438,2012Q2,S08000019,"",S08000019,Colorectal,"",233,"",217,""
439,2012Q2,S08000019,"",S08000019,Head & Neck,"",252,"",240,""
440,2012Q2,S08000019,"",S08000019,Lung,"",114,"",110,""
441,2012Q2,S08000019,"",S08000019,Lymphoma,"",284,"",279,""
442,2012Q2,S08000019,"",S08000019,Melanoma,"",316,"",279,""
443,2012Q2,S08000019,"",S08000019,Ovarian,"",1,"",2,""
444,2012Q2,S08000019,"",S08000019,Upper GI,"",81,"",78,""
445,2012Q2,S08000019,"",S08000019,Urological,"",219,"",195,""
446,2012Q2,S08000019,"",S08000019,All Cancer Types,d,78,"",64,""
447,2012Q2,S08000019,"",S08000031,Breast,"",1,"",2,""
448,2012Q2,S08000019,"",S08000031,Colorectal,"",203,"",109,""
449,2012Q2,S08000019,"",S08000031,Head & Neck,"",340,"",306,""
450,2012Q2,S08000019,"",S08000031,Lung,"",396,"",369,""
451,2012Q2,S08000019,"",S08000031,Ovarian,"",203,"",203,""
452,2012Q2,S08000019,"",S08000031,Upper GI,"",252,"",109,""
453,2012Q2,S08000019,"",S08000031,Urological,"",203,"",109,""
454,2012Q2,S08000019,"",S08000031,All Cancer Types,d,204,"",153,""
455,2012Q2,S08000019,"",SB0801,Lung,"",316,"",306,""
456,2012Q2,S08000019,"",SB0801,All Cancer Types,d,316,"",306,""
457,2012Q2,S08000020,"",S08000020,Breast,"",363,"",368,""
458,2012Q2,S08000020,"",S08000020,Cervical,"",340,"",331,""
459,2012Q2,S08000020,"",S08000020,Colorectal,"",345,"",310,""
460,2012Q2,S08000020,"",S08000020,Head & Neck,"",340,"",306,""
461,2012Q2,S08000020,"",S08000020,Lung,"",298,"",293,""
462,2012Q2,S08000020,"",S08000020,Lymphoma,"",91,"",45,""
463,2012Q2,S08000020,"",S08000020,Melanoma,"",396,"",388,""
464,2012Q2,S08000020,"",S08000020,Ovarian,"",340,"",306,""
465,2012Q2,S08000020,"",S08000020,Upper GI,"",204,"",204,""
466,2012Q2,S08000020,"",S08000020,Urological,"",248,"",238,""
467,2012Q2,S08000020,"",S08000020,All Cancer Types,d,220,"",209,""
468,2012Q2,S08000020,"",S08000024,Urological,"",1,"",1,""
469,2012Q2,S08000020,"",S08000024,All Cancer Types,d,1,"",1,""
470,2012Q2,S08000020,"",S08000025,Breast,"",1,"",2,""
471,2012Q2,S08000020,"",S08000025,All Cancer Types,d,1,"",2,""
472,2012Q2,S08000022,"",S08000020,Lung,"",113,"",109,""
473,2012Q2,S08000022,"",S08000020,All Cancer Types,d,113,"",109,""
474,2012Q2,S08000022,"",S08000022,Breast,"",257,"",243,""
475,2012Q2,S08000022,"",S08000022,Cervical,"",113,"",109,""
476,2012Q2,S08000022,"",S08000022,Colorectal,"",185,"",161,""
477,2012Q2,S08000022,"",S08000022,Head & Neck,"",252,"",240,""
478,2012Q2,S08000022,"",S08000022,Lung,"",223,"",222,""
479,2012Q2,S08000022,"",S08000022,Lymphoma,"",368,"",369,""
480,2012Q2,S08000022,"",S08000022,Melanoma,"",203,"",203,""
481,2012Q2,S08000022,"",S08000022,Ovarian,"",252,"",240,""
482,2012Q2,S08000022,"",S08000022,Upper GI,"",48,"",45,""
483,2012Q2,S08000022,"",S08000022,Urological,"",81,"",56,""
484,2012Q2,S08000022,"",S08000022,All Cancer Types,d,63,"",55,""
485,2012Q2,S08000022,"",S08000024,Lung,"",1,"",2,""
486,2012Q2,S08000022,"",S08000024,All Cancer Types,d,1,"",2,""
487,2012Q2,S08000022,"",S08000031,Colorectal,"",1,"",2,""
488,2012Q2,S08000022,"",S08000031,Head & Neck,"",1,"",2,""
489,2012Q2,S08000022,"",S08000031,Lung,"",1,"",2,""
490,2012Q2,S08000022,"",S08000031,Ovarian,"",1,"",2,""
491,2012Q2,S08000022,"",S08000031,All Cancer Types,d,252,"",240,""
492,2012Q2,S08000022,"",SB0801,Lung,"",1,"",1,""
493,2012Q2,S08000022,"",SB0801,All Cancer Types,d,1,"",1,""
494,2012Q2,S08000024,"",S08000016,Breast,"",1,"",2,""
495,2012Q2,S08000024,"",S08000016,All Cancer Types,d,1,"",2,""
496,2012Q2,S08000024,"",S08000019,Breast,"",252,"",240,""
497,2012Q2,S08000024,"",S08000019,All Cancer Types,d,252,"",240,""
498,2012Q2,S08000024,"",S08000024,Breast,"",71,"",68,""
499,2012Q2,S08000024,"",S08000024,Cervical,"",113,"",2,""
500,2012Q2,S08000024,"",S08000024,Colorectal,"",6,"",386,""
501,2012Q2,S08000024,"",S08000024,Head & Neck,"",135,"",110,""
502,2012Q2,S08000024,"",S08000024,Lung,"",390,"",370,""
503,2012Q2,S08000024,"",S08000024,Lymphoma,"",102,"",99,""
504,2012Q2,S08000024,"",S08000024,Melanoma,"",166,"",161,""
505,2012Q2,S08000024,"",S08000024,Ovarian,"",102,"",99,""
506,2012Q2,S08000024,"",S08000024,Upper GI,"",306,"",295,""
507,2012Q2,S08000024,"",S08000024,Urological,"",332,"",297,""
508,2012Q2,S08000024,"",S08000024,All Cancer Types,d,305,"",288,""
509,2012Q2,S08000024,"",S08000029,Breast,"",1,"",2,""
510,2012Q2,S08000024,"",S08000029,All Cancer Types,d,1,"",2,""
511,2012Q2,S08000025,"",S08000020,Breast,"",1,"",2,""
512,2012Q2,S08000025,"",S08000020,Colorectal,"",1,"",1,""
513,2012Q2,S08000025,"",S08000020,Lymphoma,"",113,"",109,""
514,2012Q2,S08000025,"",S08000020,All Cancer Types,d,252,"",203,""
515,2012Q2,S08000025,"",S08000025,Upper GI,"",113,"",109,""
516,2012Q2,S08000025,"",S08000025,All Cancer Types,d,113,"",109,""
517,2012Q2,S08000026,"",S08000020,Ovarian,"",1,"",2,""
518,2012Q2,S08000026,"",S08000020,Urological,"",1,"",2,""
519,2012Q2,S08000026,"",S08000020,All Cancer Types,d,113,"",109,""
520,2012Q2,S08000026,"",S08000026,Breast,"",1,"",2,""
521,2012Q2,S08000026,"",S08000026,Lymphoma,"",1,"",2,""
522,2012Q2,S08000026,"",S08000026,Melanoma,"",1,"",2,""
523,2012Q2,S08000026,"",S08000026,Urological,"",203,"",203,""
524,2012Q2,S08000026,"",S08000026,All Cancer Types,d,316,"",306,""
525,2012Q2,S08000028,"",S08000022,Colorectal,"",113,"",109,""
526,2012Q2,S08000028,"",S08000022,Lung,"",1,"",2,""
527,2012Q2,S08000028,"",S08000022,Upper GI,"",203,"",203,""
528,2012Q2,S08000028,"",S08000022,Urological,"",203,"",203,""
529,2012Q2,S08000028,"",S08000022,All Cancer Types,d,396,"",388,""
530,2012Q2,S08000028,"",S08000028,Colorectal,"",252,"",240,""
531,2012Q2,S08000028,"",S08000028,Head & Neck,"",1,"",2,""
532,2012Q2,S08000028,"",S08000028,Lung,"",1,"",2,""
533,2012Q2,S08000028,"",S08000028,Ovarian,"",1,"",2,""
534,2012Q2,S08000028,"",S08000028,All Cancer Types,d,340,"",331,""
535,2012Q2,S08000028,"",S08000031,Colorectal,"",1,"",2,""
536,2012Q2,S08000028,"",S08000031,Lung,"",1,"",2,""
537,2012Q2,S08000028,"",S08000031,All Cancer Types,d,113,"",109,""
538,2012Q2,S08000029,"",S08000019,Urological,"",1,"",2,""
539,2012Q2,S08000029,"",S08000019,All Cancer Types,d,1,"",2,""
540,2012Q2,S08000029,"",S08000024,Cervical,"",1,"",2,""
541,2012Q2,S08000029,"",S08000024,Colorectal,"",1,"",2,""
542,2012Q2,S08000029,"",S08000024,Head & Neck,"",340,"",306,""
543,2012Q2,S08000029,"",S08000024,Lung,"",59,"",14,""
544,2012Q2,S08000029,"",S08000024,Ovarian,"",113,"",109,""
545,2012Q2,S08000029,"",S08000024,Upper GI,"",368,"",369,""
546,2012Q2,S08000029,"",S08000024,Urological,"",203,"",109,""
547,2012Q2,S08000029,"",S08000024,All Cancer Types,d,240,"",211,""
548,2012Q2,S08000029,"",S08000029,Breast,"",135,"",132,""
549,2012Q2,S08000029,"",S08000029,Colorectal,"",166,"",110,""
550,2012Q2,S08000029,"",S08000029,Head & Neck,"",1,"",2,""
551,2012Q2,S08000029,"",S08000029,Lung,"",198,"",187,""
552,2012Q2,S08000029,"",S08000029,Lymphoma,"",203,"",203,""
553,2012Q2,S08000029,"",S08000029,Melanoma,"",203,"",203,""
554,2012Q2,S08000029,"",S08000029,Ovarian,"",113,"",109,""
555,2012Q2,S08000029,"",S08000029,Upper GI,"",59,"",56,""
556,2012Q2,S08000029,"",S08000029,Urological,"",166,"",143,""
557,2012Q2,S08000029,"",S08000029,All Cancer Types,d,35,"",21,""
558,2012Q2,S08000029,"",S08000030,Lung,"",1,"",2,""
559,2012Q2,S08000029,"",S08000030,All Cancer Types,d,1,"",2,""
560,2012Q2,S08000030,"",S08000024,Lung,"",252,"",109,""
561,2012Q2,S08000030,"",S08000024,All Cancer Types,d,252,"",109,""
562,2012Q2,S08000030,"",S08000030,Breast,"",338,"",328,""
563,2012Q2,S08000030,"",S08000030,Cervical,"",113,"",109,""
564,2012Q2,S08000030,"",S08000030,Colorectal,"",198,"",161,""
565,2012Q2,S08000030,"",S08000030,Head & Neck,"",340,"",331,""
566,2012Q2,S08000030,"",S08000030,Lung,"",265,"",254,""
567,2012Q2,S08000030,"",S08000030,Lymphoma,"",1,"",2,""
568,2012Q2,S08000030,"",S08000030,Melanoma,"",340,"",331,""
569,2012Q2,S08000030,"",S08000030,Ovarian,"",252,"",240,""
570,2012Q2,S08000030,"",S08000030,Upper GI,"",190,"",187,""
571,2012Q2,S08000030,"",S08000030,Urological,"",198,"",170,""
572,2012Q2,S08000030,"",S08000030,All Cancer Types,d,136,"",125,""
573,2012Q2,S08000031,"",S08000022,Colorectal,"",113,"",109,""
574,2012Q2,S08000031,"",S08000022,All Cancer Types,d,113,"",109,""
575,2012Q2,S08000031,"",S08000024,Upper GI,"",203,"",109,""
576,2012Q2,S08000031,"",S08000024,All Cancer Types,d,203,"",109,""
577,2012Q2,S08000031,"",S08000031,Breast,"",142,"",139,""
578,2012Q2,S08000031,"",S08000031,Cervical,"",1,"",2,""
579,2012Q2,S08000031,"",S08000031,Colorectal,"",5,"",390,""
580,2012Q2,S08000031,"",S08000031,Head & Neck,"",236,"",231,""
581,2012Q2,S08000031,"",S08000031,Lung,"",54,"",48,""
582,2012Q2,S08000031,"",S08000031,Lymphoma,"",70,"",67,""
583,2012Q2,S08000031,"",S08000031,Melanoma,"",257,"",241,""
584,2012Q2,S08000031,"",S08000031,Ovarian,"",284,"",279,""
585,2012Q2,S08000031,"",S08000031,Upper GI,"",334,"",315,""
586,2012Q2,S08000031,"",S08000031,Urological,"",9,"",398,""
587,2012Q2,S08000031,"",S08000031,All Cancer Types,d,353,"",339,""
588,2012Q2,S08000031,"",S08000032,Breast,"",368,"",369,""
589,2012Q2,S08000031,"",S08000032,All Cancer Types,d,368,"",369,""
590,2012Q2,S08000031,"",SB0801,Lung,"",102,"",56,""
591,2012Q2,S08000031,"",SB0801,Urological,"",1,"",2,""
592,2012Q2,S08000031,"",SB0801,All Cancer Types,d,114,"",67,""
593,2012Q2,S08000032,"",S08000031,Cervical,"",203,"",203,""
594,2012Q2,S08000032,"",S08000031,Colorectal,"",284,"",240,""
595,2012Q2,S08000032,"",S08000031,Head & Neck,"",252,"",240,""
596,2012Q2,S08000032,"",S08000031,Lung,"",70,"",67,""
597,2012Q2,S08000032,"",S08000031,Melanoma,"",284,"",240,""
598,2012Q2,S08000032,"",S08000031,Ovarian,"",203,"",203,""
599,2012Q2,S08000032,"",S08000031,Upper GI,"",316,"",306,""
600,2012Q2,S08000032,"",S08000031,Urological,"",1,"",2,""
601,2012Q2,S08000032,"",S08000031,All Cancer Types,d,263,"",243,""
602,2012Q2,S08000032,"",S08000032,Breast,"",310,"",302,""
603,2012Q2,S08000032,"",S08000032,Cervical,"",1,"",2,""
604,2012Q2,S08000032,"",S08000032,Colorectal,"",278,"",254,""
605,2012Q2,S08000032,"",S08000032,Head & Neck,"",2,"",3,""
606,2012Q2,S08000032,"",S08000032,Lung,"",285,"",280,""
607,2012Q2,S08000032,"",S08000032,Lymphoma,"",368,"",369,""
608,2012Q2,S08000032,"",S08000032,Melanoma,"",2,"",3,""
609,2012Q2,S08000032,"",S08000032,Ovarian,"",1,"",2,""
610,2012Q2,S08000032,"",S08000032,Upper GI,"",156,"",153,""
611,2012Q2,S08000032,"",S08000032,Urological,"",211,"",195,""
612,2012Q2,S08000032,"",S08000032,All Cancer Types,d,158,"",149,""
613,2012Q2,S08000032,"",SB0801,Lung,"",368,"",369,""
614,2012Q2,S08000032,"",SB0801,All Cancer Types,d,368,"",369,""
615,2012Q2,S92000003,d,S08000015,Breast,"",341,"",332,""
616,2012Q2,S92000003,d,S08000015,Cervical,"",203,"",203,""
617,2012Q2,S92000003,d,S08000015,Colorectal,"",219,"",204,""
618,2012Q2,S92000003,d,S08000015,Head & Neck,"",252,"",240,""
619,2012Q2,S92000003,d,S08000015,Lung,"",257,"",241,""
620,2012Q2,S92000003,d,S08000015,Lymphoma,"",284,"",279,""
621,2012Q2,S92000003,d,S08000015,Ovarian,"",340,"",331,""
622,2012Q2,S92000003,d,S08000015,Upper GI,"",135,"",121,""
623,2012Q2,S92000003,d,S08000015,Urological,"",102,"",78,""
624,2012Q2,S92000003,d,S08000015,All Cancer Types,d,118,"",107,""
625,2012Q2,S92000003,d,S08000016,Breast,"",17,"",14,""
626,2012Q2,S92000003,d,S08000016,Cervical,"",1,"",2,""
627,2012Q2,S92000003,d,S08000016,Colorectal,"",29,"",24,""
628,2012Q2,S92000003,d,S08000016,Head & Neck,"",1,"",2,""
629,2012Q2,S92000003,d,S08000016,Lung,"",368,"",369,""
630,2012Q2,S92000003,d,S08000016,Lymphoma,"",203,"",203,""
631,2012Q2,S92000003,d,S08000016,Melanoma,"",316,"",306,""
632,2012Q2,S92000003,d,S08000016,Ovarian,"",203,"",203,""
633,2012Q2,S92000003,d,S08000016,Upper GI,"",340,"",331,""
634,2012Q2,S92000003,d,S08000016,Urological,"",59,"",56,""
635,2012Q2,S92000003,d,S08000016,All Cancer Types,d,334,"",322,""
636,2012Q2,S92000003,d,S08000017,Breast,"",17,"",14,""
637,2012Q2,S92000003,d,S08000017,Colorectal,"",91,"",88,""
638,2012Q2,S92000003,d,S08000017,Head & Neck,"",1,"",2,""
639,2012Q2,S92000003,d,S08000017,Lung,"",102,"",99,""
640,2012Q2,S92000003,d,S08000017,Lymphoma,"",203,"",203,""
641,2012Q2,S92000003,d,S08000017,Melanoma,"",203,"",203,""
642,2012Q2,S92000003,d,S08000017,Ovarian,"",1,"",2,""
643,2012Q2,S92000003,d,S08000017,Upper GI,"",316,"",306,""
644,2012Q2,S92000003,d,S08000017,Urological,"",2,"",388,""
645,2012Q2,S92000003,d,S08000017,All Cancer Types,d,347,"",335,""
646,2012Q2,S92000003,d,S08000019,Breast,"",285,"",267,""
647,2012Q2,S92000003,d,S08000019,Cervical,"",1,"",2,""
648,2012Q2,S92000003,d,S08000019,Colorectal,"",233,"",217,""
649,2012Q2,S92000003,d,S08000019,Head & Neck,"",252,"",240,""
650,2012Q2,S92000003,d,S08000019,Lung,"",114,"",110,""
651,2012Q2,S92000003,d,S08000019,Lymphoma,"",284,"",279,""
652,2012Q2,S92000003,d,S08000019,Melanoma,"",316,"",279,""
653,2012Q2,S92000003,d,S08000019,Ovarian,"",1,"",2,""
654,2012Q2,S92000003,d,S08000019,Upper GI,"",81,"",78,""
655,2012Q2,S92000003,d,S08000019,Urological,"",223,"",204,""
656,2012Q2,S92000003,d,S08000019,All Cancer Types,d,84,"",70,""
657,2012Q2,S92000003,d,S08000020,Breast,"",369,"",370,""
658,2012Q2,S92000003,d,S08000020,Cervical,"",340,"",331,""
659,2012Q2,S92000003,d,S08000020,Colorectal,"",347,"",310,""
660,2012Q2,S92000003,d,S08000020,Head & Neck,"",340,"",306,""
661,2012Q2,S92000003,d,S08000020,Lung,"",306,"",297,""
662,2012Q2,S92000003,d,S08000020,Lymphoma,"",114,"",67,""
663,2012Q2,S92000003,d,S08000020,Melanoma,"",396,"",388,""
664,2012Q2,S92000003,d,S08000020,Ovarian,"",368,"",331,""
665,2012Q2,S92000003,d,S08000020,Upper GI,"",204,"",204,""
666,2012Q2,S92000003,d,S08000020,Urological,"",253,"",241,""
667,2012Q2,S92000003,d,S08000020,All Cancer Types,d,222,"",213,""
668,2012Q2,S92000003,d,S08000022,Breast,"",257,"",243,""
669,2012Q2,S92000003,d,S08000022,Cervical,"",113,"",109,""
670,2012Q2,S92000003,d,S08000022,Colorectal,"",211,"",195,""
671,2012Q2,S92000003,d,S08000022,Head & Neck,"",252,"",240,""
672,2012Q2,S92000003,d,S08000022,Lung,"",228,"",226,""
673,2012Q2,S92000003,d,S08000022,Lymphoma,"",368,"",369,""
674,2012Q2,S92000003,d,S08000022,Melanoma,"",203,"",203,""
675,2012Q2,S92000003,d,S08000022,Ovarian,"",252,"",240,""
676,2012Q2,S92000003,d,S08000022,Upper GI,"",81,"",78,""
677,2012Q2,S92000003,d,S08000022,Urological,"",114,"",88,""
678,2012Q2,S92000003,d,S08000022,All Cancer Types,d,75,"",68,""
679,2012Q2,S92000003,d,S08000024,Breast,"",71,"",68,""
680,2012Q2,S92000003,d,S08000024,Cervical,"",252,"",109,""
681,2012Q2,S92000003,d,S08000024,Colorectal,"",8,"",389,""
682,2012Q2,S92000003,d,S08000024,Head & Neck,"",223,"",195,""
683,2012Q2,S92000003,d,S08000024,Lung,"",24,"",4,""
684,2012Q2,S92000003,d,S08000024,Lymphoma,"",102,"",99,""
685,2012Q2,S92000003,d,S08000024,Melanoma,"",166,"",161,""
686,2012Q2,S92000003,d,S08000024,Ovarian,"",135,"",132,""
687,2012Q2,S92000003,d,S08000024,Upper GI,"",338,"",322,""
688,2012Q2,S92000003,d,S08000024,Urological,"",359,"",311,""
689,2012Q2,S92000003,d,S08000024,All Cancer Types,d,325,"",301,""
690,2012Q2,S92000003,d,S08000025,Breast,"",1,"",2,""
691,2012Q2,S92000003,d,S08000025,Upper GI,"",113,"",109,""
692,2012Q2,S92000003,d,S08000025,All Cancer Types,d,203,"",203,""
693,2012Q2,S92000003,d,S08000026,Breast,"",1,"",2,""
694,2012Q2,S92000003,d,S08000026,Lymphoma,"",1,"",2,""
695,2012Q2,S92000003,d,S08000026,Melanoma,"",1,"",2,""
696,2012Q2,S92000003,d,S08000026,Urological,"",203,"",203,""
697,2012Q2,S92000003,d,S08000026,All Cancer Types,d,316,"",306,""
698,2012Q2,S92000003,d,S08000028,Colorectal,"",252,"",240,""
699,2012Q2,S92000003,d,S08000028,Head & Neck,"",1,"",2,""
700,2012Q2,S92000003,d,S08000028,Lung,"",1,"",2,""
701,2012Q2,S92000003,d,S08000028,Ovarian,"",1,"",2,""
702,2012Q2,S92000003,d,S08000028,All Cancer Types,d,340,"",331,""
703,2012Q2,S92000003,d,S08000029,Breast,"",145,"",143,""
704,2012Q2,S92000003,d,S08000029,Colorectal,"",166,"",110,""
705,2012Q2,S92000003,d,S08000029,Head & Neck,"",1,"",2,""
706,2012Q2,S92000003,d,S08000029,Lung,"",198,"",187,""
707,2012Q2,S92000003,d,S08000029,Lymphoma,"",203,"",203,""
708,2012Q2,S92000003,d,S08000029,Melanoma,"",203,"",203,""
709,2012Q2,S92000003,d,S08000029,Ovarian,"",113,"",109,""
710,2012Q2,S92000003,d,S08000029,Upper GI,"",59,"",56,""
711,2012Q2,S92000003,d,S08000029,Urological,"",166,"",143,""
712,2012Q2,S92000003,d,S08000029,All Cancer Types,d,36,"",22,""
713,2012Q2,S92000003,d,S08000030,Breast,"",338,"",328,""
714,2012Q2,S92000003,d,S08000030,Cervical,"",113,"",109,""
715,2012Q2,S92000003,d,S08000030,Colorectal,"",198,"",161,""
716,2012Q2,S92000003,d,S08000030,Head & Neck,"",340,"",331,""
717,2012Q2,S92000003,d,S08000030,Lung,"",269,"",258,""
718,2012Q2,S92000003,d,S08000030,Lymphoma,"",1,"",2,""
719,2012Q2,S92000003,d,S08000030,Melanoma,"",340,"",331,""
720,2012Q2,S92000003,d,S08000030,Ovarian,"",252,"",240,""
721,2012Q2,S92000003,d,S08000030,Upper GI,"",190,"",187,""
722,2012Q2,S92000003,d,S08000030,Urological,"",198,"",170,""
723,2012Q2,S92000003,d,S08000030,All Cancer Types,d,137,"",126,""
724,2012Q2,S92000003,d,S08000031,Breast,"",143,"",140,""
725,2012Q2,S92000003,d,S08000031,Cervical,"",284,"",279,""
726,2012Q2,S92000003,d,S08000031,Colorectal,"",24,"",5,""
727,2012Q2,S92000003,d,S08000031,Head & Neck,"",285,"",273,""
728,2012Q2,S92000003,d,S08000031,Lung,"",93,"",85,""
729,2012Q2,S92000003,d,S08000031,Lymphoma,"",70,"",67,""
730,2012Q2,S92000003,d,S08000031,Melanoma,"",271,"",254,""
731,2012Q2,S92000003,d,S08000031,Ovarian,"",29,"",24,""
732,2012Q2,S92000003,d,S08000031,Upper GI,"",383,"",368,""
733,2012Q2,S92000003,d,S08000031,Urological,"",15,"",6,""
734,2012Q2,S92000003,d,S08000031,All Cancer Types,d,382,"",373,""
735,2012Q2,S92000003,d,S08000032,Breast,"",332,"",320,""
736,2012Q2,S92000003,d,S08000032,Cervical,"",1,"",2,""
737,2012Q2,S92000003,d,S08000032,Colorectal,"",278,"",254,""
738,2012Q2,S92000003,d,S08000032,Head & Neck,"",2,"",3,""
739,2012Q2,S92000003,d,S08000032,Lung,"",285,"",280,""
740,2012Q2,S92000003,d,S08000032,Lymphoma,"",368,"",369,""
741,2012Q2,S92000003,d,S08000032,Melanoma,"",2,"",3,""
742,2012Q2,S92000003,d,S08000032,Ovarian,"",1,"",2,""
743,2012Q2,S92000003,d,S08000032,Upper GI,"",156,"",153,""
744,2012Q2,S92000003,d,S08000032,Urological,"",211,"",195,""
745,2012Q2,S92000003,d,S08000032,All Cancer Types,d,165,"",157,""
746,2012Q2,S92000003,d,SB0801,Lung,"",240,"",217,""
747,2012Q2,S92000003,d,SB0801,Urological,"",1,"",2,""
748,2012Q2,S92000003,d,SB0801,All Cancer Types,d,243,"",222,""
749,2012Q3,S08000015,"",S08000015,Breast,"",363,"",368,""
750,2012Q3,S08000015,"",S08000015,Cervical,"",284,"",240,""
751,2012Q3,S08000015,"",S08000015,Colorectal,"",175,"",132,""
752,2012Q3,S08000015,"",S08000015,Head & Neck,"",203,"",203,""
753,2012Q3,S08000015,"",S08000015,Lung,"",223,"",222,""
754,2012Q3,S08000015,"",S08000015,Lymphoma,"",284,"",279,""
755,2012Q3,S08000015,"",S08000015,Melanoma,"",340,"",331,""
756,2012Q3,S08000015,"",S08000015,Ovarian,"",316,"",306,""
