_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
385,2012Q1,S08000032,S08000031,"",Cervical,"",483,"",479,""
386,2012Q1,S08000032,S08000031,"",Colorectal,"",13,"",3,""
387,2012Q1,S08000032,S08000031,"",Head & Neck,"",483,"",479,""
388,2012Q1,S08000032,S08000031,"",Lung,"",337,"",323,""
389,2012Q1,S08000032,S08000031,"",Lymphoma,"",1,"",1,""
390,2012Q1,S08000032,S08000031,"",Melanoma,"",423,"",424,""
391,2012Q1,S08000032,S08000031,"",Ovarian,"",483,"",479,""
392,2012Q1,S08000032,S08000031,"",Upper GI,"",81,"",97,""
393,2012Q1,S08000032,S08000031,"",Urological,"",352,"",353,""
394,2012Q1,S08000032,S08000031,"",All Cancer Types,d,579,"",563,""
395,2012Q1,S08000032,S08000032,"",Breast,"",509,"",501,""
396,2012Q1,S08000032,S08000032,"",Cervical,"",423,"",424,""
397,2012Q1,S08000032,S08000032,"",Colorectal,"",508,"",498,""
398,2012Q1,S08000032,S08000032,"",Head & Neck,"",35,"",38,""
399,2012Q1,S08000032,S08000032,"",Lung,"",489,"",484,""
400,2012Q1,S08000032,S08000032,"",Lymphoma,"",218,"",221,""
401,2012Q1,S08000032,S08000032,"",Melanoma,"",209,"",210,""
402,2012Q1,S08000032,S08000032,"",Ovarian,"",423,"",424,""
403,2012Q1,S08000032,S08000032,"",Upper GI,"",321,"",323,""
404,2012Q1,S08000032,S08000032,"",Urological,"",553,"",534,""
405,2012Q1,S08000032,S08000032,"",All Cancer Types,d,348,"",345,""
406,2012Q1,S08000032,S92000003,d,Breast,"",514,"",506,""
407,2012Q1,S08000032,S92000003,d,Cervical,"",13,"",14,""
408,2012Q1,S08000032,S92000003,d,Colorectal,"",536,"",525,""
409,2012Q1,S08000032,S92000003,d,Head & Neck,"",148,"",150,""
410,2012Q1,S08000032,S92000003,d,Lung,"",19,"",18,""
411,2012Q1,S08000032,S92000003,d,Lymphoma,"",228,"",221,""
412,2012Q1,S08000032,S92000003,d,Melanoma,"",261,"",266,""
413,2012Q1,S08000032,S92000003,d,Ovarian,"",13,"",14,""
414,2012Q1,S08000032,S92000003,d,Upper GI,"",431,"",433,""
415,2012Q1,S08000032,S92000003,d,Urological,"",562,"",548,""
416,2012Q1,S08000032,S92000003,d,All Cancer Types,d,426,"",422,""
417,2012Q1,S08000032,SB0801,"",Lung,"",105,"",114,""
418,2012Q1,S08000032,SB0801,"",All Cancer Types,d,105,"",114,""
419,2012Q2,S08000015,S08000015,"",Breast,"",589,"",579,""
420,2012Q2,S08000015,S08000015,"",Cervical,"",352,"",353,""
421,2012Q2,S08000015,S08000015,"",Colorectal,"",405,"",389,""
422,2012Q2,S08000015,S08000015,"",Head & Neck,"",105,"",97,""
423,2012Q2,S08000015,S08000015,"",Lung,"",415,"",417,""
424,2012Q2,S08000015,S08000015,"",Lymphoma,"",158,"",159,""
425,2012Q2,S08000015,S08000015,"",Melanoma,"",572,"",562,""
426,2012Q2,S08000015,S08000015,"",Ovarian,"",13,"",14,""
427,2012Q2,S08000015,S08000015,"",Upper GI,"",261,"",266,""
428,2012Q2,S08000015,S08000015,"",Urological,"",493,"",486,""
429,2012Q2,S08000015,S08000015,"",All Cancer Types,d,306,"",310,""
430,2012Q2,S08000015,S08000024,"",Upper GI,"",157,"",158,""
431,2012Q2,S08000015,S08000024,"",All Cancer Types,d,157,"",158,""
432,2012Q2,S08000015,S08000031,"",Breast,"",1,"",1,""
433,2012Q2,S08000015,S08000031,"",Cervical,"",260,"",265,""
434,2012Q2,S08000015,S08000031,"",Colorectal,"",511,"",479,""
435,2012Q2,S08000015,S08000031,"",Head & Neck,"",2,"",3,""
436,2012Q2,S08000015,S08000031,"",Lung,"",81,"",97,""
437,2012Q2,S08000015,S08000031,"",Lymphoma,"",1,"",2,""
438,2012Q2,S08000015,S08000031,"",Melanoma,"",260,"",265,""
439,2012Q2,S08000015,S08000031,"",Ovarian,"",1,"",2,""
440,2012Q2,S08000015,S08000031,"",Upper GI,"",121,"",129,""
441,2012Q2,S08000015,S08000031,"",Urological,"",1,"",2,""
442,2012Q2,S08000015,S08000031,"",All Cancer Types,d,478,"",470,""
443,2012Q2,S08000015,S92000003,d,Breast,"",592,"",579,""
444,2012Q2,S08000015,S92000003,d,Cervical,"",511,"",504,""
445,2012Q2,S08000015,S92000003,d,Colorectal,"",461,"",441,""
446,2012Q2,S08000015,S92000003,d,Head & Neck,"",218,"",210,""
447,2012Q2,S08000015,S92000003,d,Lung,"",509,"",501,""
448,2012Q2,S08000015,S92000003,d,Lymphoma,"",167,"",168,""
449,2012Q2,S08000015,S92000003,d,Melanoma,"",24,"",25,""
450,2012Q2,S08000015,S92000003,d,Ovarian,"",24,"",25,""
451,2012Q2,S08000015,S92000003,d,Upper GI,"",415,"",417,""
452,2012Q2,S08000015,S92000003,d,Urological,"",496,"",489,""
453,2012Q2,S08000015,S92000003,d,All Cancer Types,d,362,"",356,""
454,2012Q2,S08000015,SB0801,"",Lung,"",423,"",424,""
455,2012Q2,S08000015,SB0801,"",All Cancer Types,d,423,"",424,""
456,2012Q2,S08000016,S08000016,"",Breast,"",24,"",25,""
457,2012Q2,S08000016,S08000016,"",Cervical,"",1,"",2,""
458,2012Q2,S08000016,S08000016,"",Colorectal,"",177,"",179,""
459,2012Q2,S08000016,S08000016,"",Head & Neck,"",1,"",2,""
460,2012Q2,S08000016,S08000016,"",Lung,"",53,"",68,""
461,2012Q2,S08000016,S08000016,"",Lymphoma,"",483,"",479,""
462,2012Q2,S08000016,S08000016,"",Melanoma,"",53,"",68,""
463,2012Q2,S08000016,S08000016,"",Ovarian,"",423,"",424,""
464,2012Q2,S08000016,S08000016,"",Upper GI,"",148,"",150,""
465,2012Q2,S08000016,S08000016,"",Urological,"",239,"",243,""
466,2012Q2,S08000016,S08000016,"",All Cancer Types,d,27,"",28,""
467,2012Q2,S08000016,S08000024,"",Head & Neck,"",260,"",158,""
468,2012Q2,S08000016,S08000024,"",Lung,"",1,"",2,""
469,2012Q2,S08000016,S08000024,"",Ovarian,"",1,"",2,""
470,2012Q2,S08000016,S08000024,"",Upper GI,"",157,"",158,""
471,2012Q2,S08000016,S08000024,"",Urological,"",483,"",424,""
472,2012Q2,S08000016,S08000024,"",All Cancer Types,d,35,"",14,""
473,2012Q2,S08000016,S92000003,d,Breast,"",24,"",25,""
474,2012Q2,S08000016,S92000003,d,Cervical,"",1,"",2,""
475,2012Q2,S08000016,S92000003,d,Colorectal,"",177,"",179,""
476,2012Q2,S08000016,S92000003,d,Head & Neck,"",352,"",265,""
477,2012Q2,S08000016,S92000003,d,Lung,"",81,"",97,""
478,2012Q2,S08000016,S92000003,d,Lymphoma,"",483,"",479,""
479,2012Q2,S08000016,S92000003,d,Melanoma,"",53,"",68,""
480,2012Q2,S08000016,S92000003,d,Ovarian,"",483,"",479,""
481,2012Q2,S08000016,S92000003,d,Upper GI,"",167,"",168,""
482,2012Q2,S08000016,S92000003,d,Urological,"",300,"",298,""
483,2012Q2,S08000016,S92000003,d,All Cancer Types,d,44,"",46,""
484,2012Q2,S08000017,S08000017,"",Breast,"",158,"",159,""
485,2012Q2,S08000017,S08000017,"",Colorectal,"",310,"",307,""
486,2012Q2,S08000017,S08000017,"",Head & Neck,"",260,"",265,""
487,2012Q2,S08000017,S08000017,"",Lung,"",272,"",277,""
488,2012Q2,S08000017,S08000017,"",Lymphoma,"",572,"",562,""
489,2012Q2,S08000017,S08000017,"",Melanoma,"",352,"",353,""
490,2012Q2,S08000017,S08000017,"",Ovarian,"",157,"",158,""
491,2012Q2,S08000017,S08000017,"",Upper GI,"",81,"",97,""
492,2012Q2,S08000017,S08000017,"",Urological,"",218,"",221,""
493,2012Q2,S08000017,S08000017,"",All Cancer Types,d,66,"",81,""
494,2012Q2,S08000017,S08000024,"",Cervical,"",1,"",1,""
495,2012Q2,S08000017,S08000024,"",Colorectal,"",1,"",2,""
496,2012Q2,S08000017,S08000024,"",Head & Neck,"",352,"",353,""
497,2012Q2,S08000017,S08000024,"",Lung,"",2,"",3,""
498,2012Q2,S08000017,S08000024,"",Lymphoma,"",1,"",2,""
499,2012Q2,S08000017,S08000024,"",Upper GI,"",1,"",2,""
500,2012Q2,S08000017,S08000024,"",Urological,"",24,"",14,""
501,2012Q2,S08000017,S08000024,"",All Cancer Types,d,261,"",243,""
502,2012Q2,S08000017,S08000031,"",Head & Neck,"",1,"",2,""
503,2012Q2,S08000017,S08000031,"",All Cancer Types,d,1,"",2,""
504,2012Q2,S08000017,S92000003,d,Breast,"",158,"",159,""
505,2012Q2,S08000017,S92000003,d,Cervical,"",1,"",1,""
506,2012Q2,S08000017,S92000003,d,Colorectal,"",321,"",314,""
507,2012Q2,S08000017,S92000003,d,Head & Neck,"",538,"",527,""
508,2012Q2,S08000017,S92000003,d,Lung,"",376,"",369,""
509,2012Q2,S08000017,S92000003,d,Lymphoma,"",2,"",3,""
510,2012Q2,S08000017,S92000003,d,Melanoma,"",352,"",353,""
511,2012Q2,S08000017,S92000003,d,Ovarian,"",157,"",158,""
512,2012Q2,S08000017,S92000003,d,Upper GI,"",105,"",114,""
513,2012Q2,S08000017,S92000003,d,Urological,"",337,"",329,""
514,2012Q2,S08000017,S92000003,d,All Cancer Types,d,135,"",135,""
515,2012Q2,S08000017,SB0801,"",Lung,"",157,"",158,""
516,2012Q2,S08000017,SB0801,"",All Cancer Types,d,157,"",158,""
517,2012Q2,S08000019,S08000019,"",Breast,"",455,"",455,""
518,2012Q2,S08000019,S08000019,"",Cervical,"",1,"",2,""
519,2012Q2,S08000019,S08000019,"",Colorectal,"",415,"",399,""
520,2012Q2,S08000019,S08000019,"",Head & Neck,"",511,"",504,""
521,2012Q2,S08000019,S08000019,"",Lung,"",188,"",190,""
522,2012Q2,S08000019,S08000019,"",Lymphoma,"",24,"",25,""
523,2012Q2,S08000019,S08000019,"",Melanoma,"",511,"",504,""
524,2012Q2,S08000019,S08000019,"",Ovarian,"",1,"",2,""
525,2012Q2,S08000019,S08000019,"",Upper GI,"",167,"",168,""
526,2012Q2,S08000019,S08000019,"",Urological,"",467,"",369,""
527,2012Q2,S08000019,S08000019,"",All Cancer Types,d,190,"",175,""
528,2012Q2,S08000019,S08000024,"",Upper GI,"",1,"",2,""
529,2012Q2,S08000019,S08000024,"",All Cancer Types,d,1,"",2,""
530,2012Q2,S08000019,S08000031,"",Breast,"",260,"",265,""
531,2012Q2,S08000019,S08000031,"",Cervical,"",1,"",2,""
532,2012Q2,S08000019,S08000031,"",Colorectal,"",483,"",479,""
533,2012Q2,S08000019,S08000031,"",Head & Neck,"",572,"",562,""
534,2012Q2,S08000019,S08000031,"",Lung,"",53,"",68,""
535,2012Q2,S08000019,S08000031,"",Ovarian,"",260,"",265,""
536,2012Q2,S08000019,S08000031,"",Upper GI,"",511,"",504,""
537,2012Q2,S08000019,S08000031,"",Urological,"",352,"",353,""
538,2012Q2,S08000019,S08000031,"",All Cancer Types,d,400,"",399,""
539,2012Q2,S08000019,S92000003,d,Breast,"",471,"",470,""
540,2012Q2,S08000019,S92000003,d,Cervical,"",157,"",158,""
541,2012Q2,S08000019,S92000003,d,Colorectal,"",461,"",450,""
542,2012Q2,S08000019,S92000003,d,Head & Neck,"",105,"",114,""
543,2012Q2,S08000019,S92000003,d,Lung,"",424,"",425,""
544,2012Q2,S08000019,S92000003,d,Lymphoma,"",24,"",25,""
545,2012Q2,S08000019,S92000003,d,Melanoma,"",511,"",504,""
546,2012Q2,S08000019,S92000003,d,Ovarian,"",352,"",353,""
547,2012Q2,S08000019,S92000003,d,Upper GI,"",250,"",254,""
548,2012Q2,S08000019,S92000003,d,Urological,"",484,"",399,""
549,2012Q2,S08000019,S92000003,d,All Cancer Types,d,253,"",240,""
550,2012Q2,S08000019,SB0801,"",Lung,"",35,"",38,""
551,2012Q2,S08000019,SB0801,"",All Cancer Types,d,35,"",38,""
552,2012Q2,S08000020,S08000020,"",Breast,"",593,"",581,""
553,2012Q2,S08000020,S08000020,"",Cervical,"",511,"",504,""
554,2012Q2,S08000020,S08000020,"",Colorectal,"",585,"",576,""
555,2012Q2,S08000020,S08000020,"",Head & Neck,"",177,"",168,""
556,2012Q2,S08000020,S08000020,"",Lung,"",508,"",498,""
557,2012Q2,S08000020,S08000020,"",Lymphoma,"",337,"",329,""
558,2012Q2,S08000020,S08000020,"",Melanoma,"",198,"",199,""
559,2012Q2,S08000020,S08000020,"",Ovarian,"",572,"",562,""
560,2012Q2,S08000020,S08000020,"",Upper GI,"",440,"",441,""
561,2012Q2,S08000020,S08000020,"",Urological,"",31,"",28,""
562,2012Q2,S08000020,S08000020,"",All Cancer Types,d,457,"",453,""
563,2012Q2,S08000020,S08000022,"",Upper GI,"",1,"",2,""
564,2012Q2,S08000020,S08000022,"",All Cancer Types,d,1,"",2,""
565,2012Q2,S08000020,S08000024,"",Urological,"",1,"",2,""
566,2012Q2,S08000020,S08000024,"",All Cancer Types,d,1,"",2,""
567,2012Q2,S08000020,S08000025,"",Breast,"",1,"",2,""
568,2012Q2,S08000020,S08000025,"",All Cancer Types,d,1,"",2,""
569,2012Q2,S08000020,S92000003,d,Breast,"",3,"",4,""
570,2012Q2,S08000020,S92000003,d,Cervical,"",511,"",504,""
571,2012Q2,S08000020,S92000003,d,Colorectal,"",585,"",576,""
572,2012Q2,S08000020,S92000003,d,Head & Neck,"",177,"",168,""
573,2012Q2,S08000020,S92000003,d,Lung,"",508,"",498,""
574,2012Q2,S08000020,S92000003,d,Lymphoma,"",337,"",329,""
575,2012Q2,S08000020,S92000003,d,Melanoma,"",198,"",199,""
576,2012Q2,S08000020,S92000003,d,Ovarian,"",572,"",562,""
577,2012Q2,S08000020,S92000003,d,Upper GI,"",447,"",450,""
578,2012Q2,S08000020,S92000003,d,Urological,"",32,"",29,""
579,2012Q2,S08000020,S92000003,d,All Cancer Types,d,458,"",454,""
580,2012Q2,S08000022,S08000020,"",Lung,"",157,"",158,""
581,2012Q2,S08000022,S08000020,"",Ovarian,"",1,"",2,""
582,2012Q2,S08000022,S08000020,"",All Cancer Types,d,260,"",265,""
583,2012Q2,S08000022,S08000022,"",Breast,"",484,"",480,""
584,2012Q2,S08000022,S08000022,"",Cervical,"",352,"",353,""
585,2012Q2,S08000022,S08000022,"",Colorectal,"",388,"",382,""
586,2012Q2,S08000022,S08000022,"",Head & Neck,"",24,"",14,""
587,2012Q2,S08000022,S08000022,"",Lung,"",455,"",455,""
588,2012Q2,S08000022,S08000022,"",Lymphoma,"",121,"",129,""
589,2012Q2,S08000022,S08000022,"",Melanoma,"",2,"",3,""
590,2012Q2,S08000022,S08000022,"",Ovarian,"",423,"",424,""
591,2012Q2,S08000022,S08000022,"",Upper GI,"",250,"",254,""
592,2012Q2,S08000022,S08000022,"",Urological,"",484,"",450,""
593,2012Q2,S08000022,S08000022,"",All Cancer Types,d,257,"",252,""
594,2012Q2,S08000022,S08000024,"",Lung,"",1,"",2,""
595,2012Q2,S08000022,S08000024,"",All Cancer Types,d,1,"",2,""
596,2012Q2,S08000022,S08000031,"",Colorectal,"",1,"",2,""
597,2012Q2,S08000022,S08000031,"",Head & Neck,"",1,"",2,""
598,2012Q2,S08000022,S08000031,"",Lung,"",1,"",2,""
599,2012Q2,S08000022,S08000031,"",Ovarian,"",1,"",1,""
600,2012Q2,S08000022,S08000031,"",Upper GI,"",157,"",158,""
601,2012Q2,S08000022,S08000031,"",All Cancer Types,d,483,"",424,""
602,2012Q2,S08000022,S92000003,d,Breast,"",484,"",480,""
603,2012Q2,S08000022,S92000003,d,Cervical,"",352,"",353,""
604,2012Q2,S08000022,S92000003,d,Colorectal,"",394,"",389,""
605,2012Q2,S08000022,S92000003,d,Head & Neck,"",35,"",25,""
606,2012Q2,S08000022,S92000003,d,Lung,"",478,"",476,""
607,2012Q2,S08000022,S92000003,d,Lymphoma,"",121,"",129,""
608,2012Q2,S08000022,S92000003,d,Melanoma,"",2,"",3,""
609,2012Q2,S08000022,S92000003,d,Ovarian,"",511,"",479,""
610,2012Q2,S08000022,S92000003,d,Upper GI,"",272,"",277,""
611,2012Q2,S08000022,S92000003,d,Urological,"",484,"",450,""
612,2012Q2,S08000022,S92000003,d,All Cancer Types,d,269,"",263,""
613,2012Q2,S08000022,SB0801,"",Lung,"",1,"",2,""
614,2012Q2,S08000022,SB0801,"",All Cancer Types,d,1,"",2,""
615,2012Q2,S08000024,S08000016,"",Breast,"",1,"",2,""
616,2012Q2,S08000024,S08000016,"",All Cancer Types,d,1,"",2,""
617,2012Q2,S08000024,S08000019,"",Breast,"",352,"",353,""
618,2012Q2,S08000024,S08000019,"",All Cancer Types,d,352,"",353,""
619,2012Q2,S08000024,S08000024,"",Breast,"",160,"",160,""
620,2012Q2,S08000024,S08000024,"",Cervical,"",423,"",265,""
621,2012Q2,S08000024,S08000024,"",Colorectal,"",23,"",12,""
622,2012Q2,S08000024,S08000024,"",Head & Neck,"",461,"",455,""
623,2012Q2,S08000024,S08000024,"",Lung,"",112,"",119,""
624,2012Q2,S08000024,S08000024,"",Lymphoma,"",330,"",329,""
625,2012Q2,S08000024,S08000024,"",Melanoma,"",415,"",417,""
626,2012Q2,S08000024,S08000024,"",Ovarian,"",228,"",199,""
627,2012Q2,S08000024,S08000024,"",Upper GI,"",539,"",528,""
628,2012Q2,S08000024,S08000024,"",Urological,"",66,"",49,""
629,2012Q2,S08000024,S08000024,"",All Cancer Types,d,563,"",549,""
630,2012Q2,S08000024,S08000029,"",Breast,"",1,"",2,""
631,2012Q2,S08000024,S08000029,"",All Cancer Types,d,1,"",2,""
632,2012Q2,S08000024,S92000003,d,Breast,"",166,"",166,""
633,2012Q2,S08000024,S92000003,d,Cervical,"",423,"",265,""
634,2012Q2,S08000024,S92000003,d,Colorectal,"",23,"",12,""
635,2012Q2,S08000024,S92000003,d,Head & Neck,"",461,"",455,""
636,2012Q2,S08000024,S92000003,d,Lung,"",112,"",119,""
637,2012Q2,S08000024,S92000003,d,Lymphoma,"",330,"",329,""
638,2012Q2,S08000024,S92000003,d,Melanoma,"",415,"",417,""
639,2012Q2,S08000024,S92000003,d,Ovarian,"",228,"",199,""
640,2012Q2,S08000024,S92000003,d,Upper GI,"",539,"",528,""
641,2012Q2,S08000024,S92000003,d,Urological,"",66,"",49,""
642,2012Q2,S08000024,S92000003,d,All Cancer Types,d,567,"",552,""
643,2012Q2,S08000025,S08000020,"",Breast,"",157,"",158,""
644,2012Q2,S08000025,S08000020,"",Colorectal,"",1,"",2,""
645,2012Q2,S08000025,S08000020,"",Lymphoma,"",157,"",158,""
646,2012Q2,S08000025,S08000020,"",Urological,"",157,"",158,""
647,2012Q2,S08000025,S08000020,"",All Cancer Types,d,511,"",504,""
648,2012Q2,S08000025,S08000025,"",Upper GI,"",157,"",158,""
649,2012Q2,S08000025,S08000025,"",All Cancer Types,d,157,"",158,""
650,2012Q2,S08000025,S92000003,d,Breast,"",157,"",158,""
651,2012Q2,S08000025,S92000003,d,Colorectal,"",1,"",2,""
652,2012Q2,S08000025,S92000003,d,Lymphoma,"",157,"",158,""
653,2012Q2,S08000025,S92000003,d,Upper GI,"",157,"",158,""
654,2012Q2,S08000025,S92000003,d,Urological,"",157,"",158,""
655,2012Q2,S08000025,S92000003,d,All Cancer Types,d,572,"",562,""
656,2012Q2,S08000026,S08000020,"",Head & Neck,"",1,"",2,""
657,2012Q2,S08000026,S08000020,"",Ovarian,"",1,"",2,""
658,2012Q2,S08000026,S08000020,"",Urological,"",260,"",265,""
659,2012Q2,S08000026,S08000020,"",All Cancer Types,d,423,"",424,""
660,2012Q2,S08000026,S08000026,"",Breast,"",1,"",2,""
661,2012Q2,S08000026,S08000026,"",Colorectal,"",157,"",158,""
662,2012Q2,S08000026,S08000026,"",Lymphoma,"",1,"",2,""
663,2012Q2,S08000026,S08000026,"",Melanoma,"",1,"",2,""
664,2012Q2,S08000026,S08000026,"",Upper GI,"",1,"",2,""
665,2012Q2,S08000026,S08000026,"",Urological,"",483,"",479,""
666,2012Q2,S08000026,S08000026,"",All Cancer Types,d,24,"",25,""
667,2012Q2,S08000026,S08000031,"",Upper GI,"",1,"",2,""
668,2012Q2,S08000026,S08000031,"",All Cancer Types,d,1,"",2,""
669,2012Q2,S08000026,S92000003,d,Breast,"",1,"",2,""
670,2012Q2,S08000026,S92000003,d,Colorectal,"",157,"",158,""
671,2012Q2,S08000026,S92000003,d,Head & Neck,"",1,"",2,""
672,2012Q2,S08000026,S92000003,d,Lymphoma,"",1,"",2,""
673,2012Q2,S08000026,S92000003,d,Melanoma,"",1,"",2,""
674,2012Q2,S08000026,S92000003,d,Ovarian,"",1,"",2,""
675,2012Q2,S08000026,S92000003,d,Upper GI,"",157,"",158,""
676,2012Q2,S08000026,S92000003,d,Urological,"",572,"",562,""
677,2012Q2,S08000026,S92000003,d,All Cancer Types,d,137,"",140,""
678,2012Q2,S08000028,S08000022,"",Colorectal,"",260,"",265,""
679,2012Q2,S08000028,S08000022,"",Lung,"",1,"",2,""
680,2012Q2,S08000028,S08000022,"",Upper GI,"",260,"",265,""
681,2012Q2,S08000028,S08000022,"",Urological,"",352,"",353,""
682,2012Q2,S08000028,S08000022,"",All Cancer Types,d,13,"",14,""
683,2012Q2,S08000028,S08000028,"",Colorectal,"",352,"",353,""
684,2012Q2,S08000028,S08000028,"",Head & Neck,"",1,"",2,""
685,2012Q2,S08000028,S08000028,"",Lung,"",1,"",2,""
686,2012Q2,S08000028,S08000028,"",Ovarian,"",1,"",2,""
687,2012Q2,S08000028,S08000028,"",All Cancer Types,d,511,"",504,""
688,2012Q2,S08000028,S08000031,"",Colorectal,"",1,"",2,""
689,2012Q2,S08000028,S08000031,"",Lung,"",1,"",2,""
690,2012Q2,S08000028,S08000031,"",Ovarian,"",1,"",2,""
691,2012Q2,S08000028,S08000031,"",All Cancer Types,d,260,"",265,""
692,2012Q2,S08000028,S92000003,d,Colorectal,"",538,"",527,""
693,2012Q2,S08000028,S92000003,d,Head & Neck,"",1,"",2,""
694,2012Q2,S08000028,S92000003,d,Lung,"",260,"",265,""
695,2012Q2,S08000028,S92000003,d,Ovarian,"",157,"",158,""
696,2012Q2,S08000028,S92000003,d,Upper GI,"",260,"",265,""
697,2012Q2,S08000028,S92000003,d,Urological,"",352,"",353,""
698,2012Q2,S08000028,S92000003,d,All Cancer Types,d,167,"",168,""
699,2012Q2,S08000029,S08000019,"",Urological,"",1,"",2,""
700,2012Q2,S08000029,S08000019,"",All Cancer Types,d,1,"",2,""
701,2012Q2,S08000029,S08000024,"",Cervical,"",260,"",265,""
702,2012Q2,S08000029,S08000024,"",Colorectal,"",260,"",265,""
703,2012Q2,S08000029,S08000024,"",Head & Neck,"",177,"",179,""
704,2012Q2,S08000029,S08000024,"",Lung,"",188,"",190,""
705,2012Q2,S08000029,S08000024,"",Melanoma,"",1,"",2,""
706,2012Q2,S08000029,S08000024,"",Ovarian,"",157,"",158,""
707,2012Q2,S08000029,S08000024,"",Upper GI,"",53,"",68,""
708,2012Q2,S08000029,S08000024,"",Urological,"",352,"",353,""
709,2012Q2,S08000029,S08000024,"",All Cancer Types,d,518,"",510,""
710,2012Q2,S08000029,S08000029,"",Breast,"",321,"",323,""
711,2012Q2,S08000029,S08000029,"",Colorectal,"",405,"",408,""
712,2012Q2,S08000029,S08000029,"",Head & Neck,"",511,"",504,""
713,2012Q2,S08000029,S08000029,"",Lung,"",330,"",329,""
714,2012Q2,S08000029,S08000029,"",Lymphoma,"",105,"",114,""
715,2012Q2,S08000029,S08000029,"",Melanoma,"",81,"",97,""
716,2012Q2,S08000029,S08000029,"",Ovarian,"",352,"",265,""
717,2012Q2,S08000029,S08000029,"",Upper GI,"",228,"",232,""
718,2012Q2,S08000029,S08000029,"",Urological,"",522,"",498,""
719,2012Q2,S08000029,S08000029,"",All Cancer Types,d,222,"",218,""
720,2012Q2,S08000029,S08000030,"",Lung,"",1,"",2,""
721,2012Q2,S08000029,S08000030,"",Urological,"",1,"",2,""
722,2012Q2,S08000029,S08000030,"",All Cancer Types,d,157,"",158,""
723,2012Q2,S08000029,S92000003,d,Breast,"",321,"",323,""
724,2012Q2,S08000029,S92000003,d,Cervical,"",260,"",265,""
725,2012Q2,S08000029,S92000003,d,Colorectal,"",431,"",433,""
726,2012Q2,S08000029,S92000003,d,Head & Neck,"",250,"",254,""
727,2012Q2,S08000029,S92000003,d,Lung,"",489,"",484,""
728,2012Q2,S08000029,S92000003,d,Lymphoma,"",105,"",114,""
729,2012Q2,S08000029,S92000003,d,Melanoma,"",105,"",114,""
730,2012Q2,S08000029,S92000003,d,Ovarian,"",483,"",424,""
731,2012Q2,S08000029,S92000003,d,Upper GI,"",359,"",357,""
732,2012Q2,S08000029,S92000003,d,Urological,"",539,"",515,""
733,2012Q2,S08000029,S92000003,d,All Cancer Types,d,299,"",301,""
734,2012Q2,S08000030,S08000024,"",Lung,"",572,"",562,""
735,2012Q2,S08000030,S08000024,"",Urological,"",1,"",2,""
736,2012Q2,S08000030,S08000024,"",All Cancer Types,d,2,"",3,""
737,2012Q2,S08000030,S08000030,"",Breast,"",9,"",10,""
738,2012Q2,S08000030,S08000030,"",Cervical,"",423,"",424,""
739,2012Q2,S08000030,S08000030,"",Colorectal,"",508,"",498,""
740,2012Q2,S08000030,S08000030,"",Head & Neck,"",218,"",221,""
741,2012Q2,S08000030,S08000030,"",Lung,"",509,"",501,""
742,2012Q2,S08000030,S08000030,"",Lymphoma,"",121,"",129,""
743,2012Q2,S08000030,S08000030,"",Melanoma,"",346,"",323,""
744,2012Q2,S08000030,S08000030,"",Ovarian,"",13,"",14,""
745,2012Q2,S08000030,S08000030,"",Upper GI,"",461,"",455,""
746,2012Q2,S08000030,S08000030,"",Urological,"",575,"",557,""
747,2012Q2,S08000030,S08000030,"",All Cancer Types,d,413,"",409,""
748,2012Q2,S08000030,S92000003,d,Breast,"",9,"",10,""
749,2012Q2,S08000030,S92000003,d,Cervical,"",423,"",424,""
750,2012Q2,S08000030,S92000003,d,Colorectal,"",508,"",498,""
751,2012Q2,S08000030,S92000003,d,Head & Neck,"",218,"",221,""
752,2012Q2,S08000030,S92000003,d,Lung,"",533,"",525,""
753,2012Q2,S08000030,S92000003,d,Lymphoma,"",121,"",129,""
